model,cv_fold,horizon,rmse_ug_m3,mae_ug_m3,r2,bias_ug_m3
XGBoost,3,23,16.619419159567993,10.3151387905969,0.5051880326843045,-3.248518570239827
XGBoost,3,24,16.560180313160306,10.291566000806258,0.5086320727714132,-2.9651210210174774
XGBoost,4,1,4.292979366042795,2.514289724574905,0.9706697691402087,0.2734726500169876
XGBoost,4,2,6.8655283682975465,4.172590550631996,0.9249767672374418,-0.12409177832483176
XGBoost,4,3,9.18369742258258,5.747016543747214,0.8657292910146086,-0.49479762334440053
XGBoost,4,4,11.255058031627753,6.892751505461044,0.7982579693508228,-0.9002317409736407
XGBoost,4,5,12.831381382636854,7.8401201318703135,0.737583379377942,-1.064340640089507
XGBoost,4,6,14.090905661354032,8.534371859408107,0.6831533314576114,-1.3701014214823175
XGBoost,4,7,14.952990126822487,8.927734976360892,0.642711228398068,-1.5153705351516835
XGBoost,4,8,15.804898502808534,9.33594034324313,0.6000893307944007,-1.864940068603131
XGBoost,4,9,16.18924632786765,9.487537740442162,0.5793380355292396,-2.111644377997723
XGBoost,4,10,16.648253900870227,9.692074055726948,0.553979767446902,-2.1039281999162855
XGBoost,4,11,16.9419720352045,9.688762574270621,0.5368339249293257,-2.6052185891677344
XGBoost,4,12,16.957323065620486,9.81010269257351,0.5342915366663399,-2.231660243582384
XGBoost,4,13,17.17873889439778,9.932067596237921,0.5193423610986224,-2.0770989934847153
XGBoost,4,14,17.830635534900793,10.222554505302048,0.4790671470882164,-2.464014602601325
XGBoost,4,15,17.901897496289273,10.257386986512104,0.4714236525523533,-2.453923723237727
XGBoost,4,16,17.710571041501847,10.21032840238596,0.47918255134667453,-2.251261783865088
XGBoost,4,17,17.40161413705326,10.134589683530116,0.4953014839899007,-2.021408305138898
XGBoost,4,18,17.365505041889314,10.104460474221009,0.4965889350606493,-1.6526893553964601
XGBoost,4,19,17.30495245345045,10.057958677535002,0.5000045785816957,-1.754288987131775
XGBoost,4,20,17.352181223389824,10.18813448777878,0.49757793440549947,-1.4465204293498717
XGBoost,4,21,17.574147267913357,10.258216559586268,0.48512946349212316,-1.6768662413692668
XGBoost,4,22,17.553404159870574,10.326436995094785,0.4868022214207881,-1.56632678136585
XGBoost,4,23,17.59260696252168,10.288073147992822,0.48490129809424,-1.7625591721433962
XGBoost,4,24,17.679422296096416,10.299876417070323,0.47973142399451196,-1.838969493546125
XGBoost,5,1,4.716473481019988,2.7520438202726005,0.9650787770798458,0.6971582750113708
XGBoost,5,2,7.543099846948267,4.3483228026723575,0.9106895686954183,0.2190951783070375
XGBoost,5,3,10.144175075492152,6.0089487811051505,0.8385021688267499,-0.009706688902373114
XGBoost,5,4,11.89430300946613,7.173002009255267,0.7780180421893218,-0.3392419197320449
XGBoost,5,5,13.44661331038862,8.183941164029724,0.7163891384159641,-0.5541120527549592
XGBoost,5,6,14.602875574159064,8.810332117132695,0.665541780070168,-0.8802345998448093
XGBoost,5,7,15.342070719627174,9.229572535828822,0.6308061549383086,-0.8952223031473708
XGBoost,5,8,16.24353430569448,9.684367784644442,0.5861183889009616,-1.2479682181916758
XGBoost,5,9,16.763692888582757,9.91362219627162,0.5591284473725285,-1.1052690159161234
XGBoost,5,10,17.254382338021454,10.247844136972043,0.5327866996939524,-1.1043752453159783
XGBoost,5,11,17.256034550799008,10.16117902715432,0.5323797347232729,-1.3777471320029417
XGBoost,5,12,17.49505135553062,10.385917302387137,0.5190586928409371,-0.8656119981751447
XGBoost,5,13,17.680497055979682,10.459945233662923,0.5085864446435285,-0.9048798241904582
XGBoost,5,14,18.00043263520327,10.544045664976467,0.49051543913737694,-1.3678171434122928
XGBoost,5,15,18.085505350123174,10.58755188384833,0.4856581704175935,-1.3131982579065489
XGBoost,5,16,18.146100657168613,10.691958519481197,0.4822685232954623,-1.2001279993453804
XGBoost,5,17,18.031791223270027,10.77049707329509,0.4889856777218785,-0.808043081352478
XGBoost,5,18,18.204245353187044,10.74899692385881,0.4795525113089375,-0.7325257242822938
XGBoost,5,19,18.02597034881645,10.621292105741704,0.4900229784650326,-0.7312827020578835
XGBoost,5,20,18.069548586851912,10.684840103973722,0.48789600111769105,-0.48668479249846297
XGBoost,5,21,18.06931911858548,10.578974821328629,0.4881994881887013,-0.7283852112398879
XGBoost,5,22,18.035622960345105,10.684640138687206,0.49026239038882635,-0.44392965904449055
XGBoost,5,23,17.96051412284024,10.650551777107017,0.49456664250439075,-0.5197685692858024
XGBoost,5,24,17.910307443799635,10.58705055578761,0.4979220534544584,-0.6450802168556841
